caseID,time,state,A,B,C,D,E,F,a,b,c,d,e,f,g,K,activity
16006326,-1,AA00,false,false,false,false,false,false,false,false,false,false,false,false,false,false,reset
16006326,0,AA00,false,false,false,false,false,false,false,false,false,true,false,false,false,false,add(d)
16006326,1,AA00,false,false,false,false,false,false,false,false,false,true,true,false,false,false,add(e)
16006326,2,AA00,false,false,false,false,false,false,true,false,false,true,true,false,false,false,add(a)
16006326,3,AA00,false,false,false,true,false,false,true,false,false,true,true,false,false,false,add(D)
16006326,4,AA00,false,false,false,true,false,false,true,false,false,true,true,true,false,false,add(f)
16006326,5,AA00,false,false,false,true,false,false,true,true,false,true,true,true,false,false,add(b)
16006326,6,AA00,false,false,false,true,false,false,true,true,false,true,true,true,true,false,add(g)
16006326,7,AA00,false,false,false,true,false,true,true,true,false,true,true,true,true,false,add(F)
16006326,8,AA00,false,false,false,true,false,true,true,true,false,true,true,true,true,true,add(K)
16006326,9,AA00,false,false,false,true,false,true,true,true,true,true,true,true,true,true,add(c)
16006326,10,AA00,false,false,true,true,false,true,true,true,true,true,true,true,true,true,add(C)
16006326,11,AA00,false,false,true,true,true,true,true,true,true,true,true,true,true,true,add(E)
16006326,12,AA00,true,false,true,true,true,true,true,true,true,true,true,true,true,true,add(A)
16006326,13,AA00,true,false,true,true,true,true,true,true,true,true,true,true,true,true,deadlock
1395687318,-1,AA00,false,false,false,false,false,false,false,false,false,false,false,false,false,false,reset
1395687318,0,AA00,false,false,false,false,false,false,false,true,false,false,false,false,false,false,add(b)
1395687318,1,AA00,false,false,false,false,false,false,false,true,true,false,false,false,false,false,add(c)
1395687318,2,AA00,false,false,false,false,false,false,false,true,true,true,false,false,false,false,add(d)
1395687318,3,AA00,false,false,false,false,false,false,true,true,true,true,false,false,false,false,add(a)
1395687318,4,AA00,false,false,false,false,false,false,true,true,true,true,false,false,true,false,add(g)
1395687318,5,AA00,false,false,false,false,false,false,true,true,true,true,true,false,true,false,add(e)
1395687318,6,AA00,false,false,false,true,false,false,true,true,true,true,true,false,true,false,add(D)
1395687318,7,AA00,false,false,false,true,false,true,true,true,true,true,true,false,true,false,add(F)
1395687318,8,AA00,false,false,false,true,false,true,true,true,true,true,true,true,true,false,add(f)
1395687318,9,AA00,false,false,false,true,false,true,true,true,true,true,true,true,true,true,add(K)
1395687318,10,AA00,false,false,false,true,true,true,true,true,true,true,true,true,true,true,add(E)
1395687318,11,AA00,true,false,false,true,true,true,true,true,true,true,true,true,true,true,add(A)
1395687318,12,AA00,true,false,false,true,true,true,true,true,true,true,true,true,true,true,deadlock
1762774353,-1,AA00,false,false,false,false,false,false,false,false,false,false,false,false,false,false,reset
1762774353,0,AA00,false,false,false,false,false,false,false,false,false,true,false,false,false,false,add(d)
