Case_ID,Timestamp,Activity
case_id1301318480,2024-10-01T13:07:10+01:00,A
case_id1762485855,2024-10-01T13:07:10+01:00,a
case_id1762485855,2024-10-01T13:07:10+01:00,c
case_id1762485855,2024-10-01T13:07:10+01:00,g
case_id1762485855,2024-10-01T13:07:10+01:00,d
case_id1762485855,2024-10-01T13:07:10+01:00,f
case_id1762485855,2024-10-01T13:07:10+01:00,D
case_id1762485855,2024-10-01T13:07:10+01:00,e
case_id1762485855,2024-10-01T13:07:10+01:00,F
case_id1762485855,2024-10-01T13:07:10+01:00,b
case_id1762485855,2024-10-01T13:07:10+01:00,K
case_id1762485855,2024-10-01T13:07:10+01:00,E
case_id1762485855,2024-10-01T13:07:10+01:00,A
case_id812153555,2024-10-01T13:07:10+01:00,d
case_id812153555,2024-10-01T13:07:10+01:00,b
case_id812153555,2024-10-01T13:07:10+01:00,f
case_id812153555,2024-10-01T13:07:10+01:00,a
case_id812153555,2024-10-01T13:07:10+01:00,c
case_id812153555,2024-10-01T13:07:10+01:00,D
case_id812153555,2024-10-01T13:07:10+01:00,e
case_id812153555,2024-10-01T13:07:10+01:00,F
case_id812153555,2024-10-01T13:07:10+01:00,g
case_id812153555,2024-10-01T13:07:10+01:00,K
case_id812153555,2024-10-01T13:07:10+01:00,E
case_id812153555,2024-10-01T13:07:10+01:00,A
case_id958786058,2024-10-01T13:07:10+01:00,c
case_id958786058,2024-10-01T13:07:10+01:00,e
case_id958786058,2024-10-01T13:07:10+01:00,F
case_id958786058,2024-10-01T13:07:10+01:00,f
case_id958786058,2024-10-01T13:07:10+01:00,b
case_id958786058,2024-10-01T13:07:10+01:00,d
case_id958786058,2024-10-01T13:07:10+01:00,g
case_id958786058,2024-10-01T13:07:10+01:00,K
case_id958786058,2024-10-01T13:07:10+01:00,E
case_id958786058,2024-10-01T13:07:10+01:00,A
case_id1073793410,2024-10-01T13:07:10+01:00,e
case_id1073793410,2024-10-01T13:07:10+01:00,F
case_id1073793410,2024-10-01T13:07:10+01:00,d
case_id1073793410,2024-10-01T13:07:10+01:00,c
case_id1073793410,2024-10-01T13:07:10+01:00,a
case_id1073793410,2024-10-01T13:07:10+01:00,b
case_id1073793410,2024-10-01T13:07:10+01:00,D
case_id1073793410,2024-10-01T13:07:10+01:00,g
case_id1073793410,2024-10-01T13:07:10+01:00,f
case_id1073793410,2024-10-01T13:07:10+01:00,K
case_id1073793410,2024-10-01T13:07:10+01:00,E
case_id1073793410,2024-10-01T13:07:10+01:00,A
case_id752538192,2024-10-01T13:07:10+01:00,g
case_id752538192,2024-10-01T13:07:10+01:00,b
case_id752538192,2024-10-01T13:07:10+01:00,a
case_id752538192,2024-10-01T13:07:10+01:00,f
case_id752538192,2024-10-01T13:07:10+01:00,D
case_id752538192,2024-10-01T13:07:10+01:00,d
case_id752538192,2024-10-01T13:07:10+01:00,c
case_id752538192,2024-10-01T13:07:10+01:00,e
case_id752538192,2024-10-01T13:07:10+01:00,F
case_id752538192,2024-10-01T13:07:10+01:00,K
case_id752538192,2024-10-01T13:07:10+01:00,E
case_id752538192,2024-10-01T13:07:10+01:00,A
case_id1669761766,2024-10-01T13:07:10+01:00,a
case_id1669761766,2024-10-01T13:07:10+01:00,D
case_id1669761766,2024-10-01T13:07:10+01:00,g
case_id1669761766,2024-10-01T13:07:10+01:00,c
case_id1669761766,2024-10-01T13:07:10+01:00,e
case_id1669761766,2024-10-01T13:07:10+01:00,f
case_id1669761766,2024-10-01T13:07:10+01:00,b
case_id1669761766,2024-10-01T13:07:10+01:00,F
case_id1669761766,2024-10-01T13:07:10+01:00,K
case_id1669761766,2024-10-01T13:07:10+01:00,d
case_id1669761766,2024-10-01T13:07:10+01:00,E
case_id1669761766,2024-10-01T13:07:10+01:00,A
case_id1049869097,2024-10-01T13:07:10+01:00,e
case_id1049869097,2024-10-01T13:07:10+01:00,c
case_id1049869097,2024-10-01T13:07:10+01:00,b
case_id1049869097,2024-10-01T13:07:10+01:00,d
case_id1049869097,2024-10-01T13:07:10+01:00,g
case_id1049869097,2024-10-01T13:07:10+01:00,f
case_id1049869097,2024-10-01T13:07:10+01:00,F
case_id1049869097,2024-10-01T13:07:10+01:00,K
case_id1049869097,2024-10-01T13:07:10+01:00,a
case_id1049869097,2024-10-01T13:07:10+01:00,E
case_id1049869097,2024-10-01T13:07:10+01:00,D
case_id1049869097,2024-10-01T13:07:10+01:00,A
case_id663853615,2024-10-01T13:07:10+01:00,d
case_id663853615,2024-10-01T13:07:10+01:00,e
case_id663853615,2024-10-01T13:07:10+01:00,c
case_id663853615,2024-10-01T13:07:10+01:00,g
case_id663853615,2024-10-01T13:07:10+01:00,F
case_id663853615,2024-10-01T13:07:10+01:00,b
case_id663853615,2024-10-01T13:07:10+01:00,a
case_id663853615,2024-10-01T13:07:10+01:00,D
case_id663853615,2024-10-01T13:07:10+01:00,f
case_id663853615,2024-10-01T13:07:10+01:00,K
case_id663853615,2024-10-01T13:07:10+01:00,E
case_id663853615,2024-10-01T13:07:10+01:00,A
case_id393726230,2024-10-01T13:07:10+01:00,c
case_id393726230,2024-10-01T13:07:10+01:00,g
case_id393726230,2024-10-01T13:07:10+01:00,d
case_id393726230,2024-10-01T13:07:10+01:00,a
case_id393726230,2024-10-01T13:07:10+01:00,b
case_id393726230,2024-10-01T13:07:10+01:00,f
case_id393726230,2024-10-01T13:07:10+01:00,e
case_id393726230,2024-10-01T13:07:10+01:00,D
case_id393726230,2024-10-01T13:07:10+01:00,F
case_id393726230,2024-10-01T13:07:10+01:00,K
case_id393726230,2024-10-01T13:07:10+01:00,E
case_id393726230,2024-10-01T13:07:10+01:00,A
case_id870034848,2024-10-01T13:07:10+01:00,b
case_id870034848,2024-10-01T13:07:10+01:00,c
case_id870034848,2024-10-01T13:07:10+01:00,d
case_id870034848,2024-10-01T13:07:10+01:00,f
case_id870034848,2024-10-01T13:07:10+01:00,e
case_id870034848,2024-10-01T13:07:10+01:00,F
case_id870034848,2024-10-01T13:07:10+01:00,a
case_id870034848,2024-10-01T13:07:10+01:00,D
case_id870034848,2024-10-01T13:07:10+01:00,g
case_id870034848,2024-10-01T13:07:10+01:00,K
case_id870034848,2024-10-01T13:07:10+01:00,E
case_id870034848,2024-10-01T13:07:10+01:00,A
case_id160380459,2024-10-01T13:07:10+01:00,a
case_id160380459,2024-10-01T13:07:10+01:00,g
case_id160380459,2024-10-01T13:07:10+01:00,e
case_id160380459,2024-10-01T13:07:10+01:00,d
case_id160380459,2024-10-01T13:07:10+01:00,c
case_id160380459,2024-10-01T13:07:10+01:00,F
case_id160380459,2024-10-01T13:07:10+01:00,D
case_id160380459,2024-10-01T13:07:10+01:00,f
case_id160380459,2024-10-01T13:07:10+01:00,K
case_id160380459,2024-10-01T13:07:10+01:00,b
case_id160380459,2024-10-01T13:07:10+01:00,E
case_id160380459,2024-10-01T13:07:10+01:00,A
case_id1821428205,2024-10-01T13:07:10+01:00,b
case_id1821428205,2024-10-01T13:07:10+01:00,d
case_id1821428205,2024-10-01T13:07:10+01:00,a
case_id1821428205,2024-10-01T13:07:10+01:00,e
case_id1821428205,2024-10-01T13:07:10+01:00,c
case_id1821428205,2024-10-01T13:07:10+01:00,D
case_id1821428205,2024-10-01T13:07:10+01:00,f
case_id1821428205,2024-10-01T13:07:10+01:00,F
case_id1821428205,2024-10-01T13:07:10+01:00,g
case_id1821428205,2024-10-01T13:07:10+01:00,K
case_id1821428205,2024-10-01T13:07:10+01:00,E
case_id1821428205,2024-10-01T13:07:10+01:00,A
case_id988476820,2024-10-01T13:07:10+01:00,e
case_id988476820,2024-10-01T13:07:10+01:00,F
case_id988476820,2024-10-01T13:07:10+01:00,b
case_id988476820,2024-10-01T13:07:10+01:00,a
case_id988476820,2024-10-01T13:07:10+01:00,f
case_id988476820,2024-10-01T13:07:10+01:00,g
case_id988476820,2024-10-01T13:07:10+01:00,K
case_id988476820,2024-10-01T13:07:10+01:00,E
case_id988476820,2024-10-01T13:07:10+01:00,c
case_id988476820,2024-10-01T13:07:10+01:00,A
case_id327041609,2024-10-01T13:07:10+01:00,d
case_id327041609,2024-10-01T13:07:10+01:00,b
case_id327041609,2024-10-01T13:07:10+01:00,a
case_id327041609,2024-10-01T13:07:10+01:00,c
case_id327041609,2024-10-01T13:07:10+01:00,e
case_id327041609,2024-10-01T13:07:10+01:00,g
case_id327041609,2024-10-01T13:07:10+01:00,D
case_id327041609,2024-10-01T13:07:10+01:00,f
case_id327041609,2024-10-01T13:07:10+01:00,F
case_id327041609,2024-10-01T13:07:10+01:00,K
case_id327041609,2024-10-01T13:07:10+01:00,E
case_id327041609,2024-10-01T13:07:10+01:00,A
case_id256369099,2024-10-01T13:07:10+01:00,d
case_id256369099,2024-10-01T13:07:10+01:00,b
case_id256369099,2024-10-01T13:07:10+01:00,e
case_id256369099,2024-10-01T13:07:10+01:00,a
case_id256369099,2024-10-01T13:07:10+01:00,D
case_id256369099,2024-10-01T13:07:10+01:00,F
case_id256369099,2024-10-01T13:07:10+01:00,c
case_id256369099,2024-10-01T13:07:10+01:00,f
case_id256369099,2024-10-01T13:07:10+01:00,g
case_id256369099,2024-10-01T13:07:10+01:00,K
case_id256369099,2024-10-01T13:07:10+01:00,E
case_id256369099,2024-10-01T13:07:10+01:00,A
case_id367856630,2024-10-01T13:07:10+01:00,c
case_id367856630,2024-10-01T13:07:10+01:00,e
case_id367856630,2024-10-01T13:07:10+01:00,f
case_id367856630,2024-10-01T13:07:10+01:00,g
case_id367856630,2024-10-01T13:07:10+01:00,F
case_id367856630,2024-10-01T13:07:10+01:00,K
case_id367856630,2024-10-01T13:07:10+01:00,b
case_id367856630,2024-10-01T13:07:10+01:00,E
case_id367856630,2024-10-01T13:07:10+01:00,a
case_id367856630,2024-10-01T13:07:10+01:00,D
case_id367856630,2024-10-01T13:07:10+01:00,A
case_id2057108778,2024-10-01T13:07:10+01:00,c
case_id2057108778,2024-10-01T13:07:10+01:00,g
case_id2057108778,2024-10-01T13:07:10+01:00,e
case_id2057108778,2024-10-01T13:07:10+01:00,f
case_id2057108778,2024-10-01T13:07:10+01:00,d
case_id2057108778,2024-10-01T13:07:10+01:00,F
case_id2057108778,2024-10-01T13:07:10+01:00,b
case_id2057108778,2024-10-01T13:07:10+01:00,K
case_id2057108778,2024-10-01T13:07:10+01:00,E
case_id2057108778,2024-10-01T13:07:10+01:00,A
case_id1867951634,2024-10-01T13:07:10+01:00,e
case_id1867951634,2024-10-01T13:07:10+01:00,b
case_id1867951634,2024-10-01T13:07:10+01:00,a
case_id1867951634,2024-10-01T13:07:10+01:00,F
case_id1867951634,2024-10-01T13:07:10+01:00,g
case_id1867951634,2024-10-01T13:07:10+01:00,f
case_id1867951634,2024-10-01T13:07:10+01:00,d
case_id1867951634,2024-10-01T13:07:10+01:00,K
case_id1867951634,2024-10-01T13:07:10+01:00,E
case_id1867951634,2024-10-01T13:07:10+01:00,c
case_id1867951634,2024-10-01T13:07:10+01:00,D
case_id1867951634,2024-10-01T13:07:10+01:00,A
case_id2116543767,2024-10-01T13:07:10+01:00,a
case_id2116543767,2024-10-01T13:07:10+01:00,D
case_id2116543767,2024-10-01T13:07:10+01:00,c
case_id2116543767,2024-10-01T13:07:10+01:00,d
case_id2116543767,2024-10-01T13:07:10+01:00,f
case_id2116543767,2024-10-01T13:07:10+01:00,b
case_id2116543767,2024-10-01T13:07:10+01:00,e
case_id2116543767,2024-10-01T13:07:10+01:00,F
case_id2116543767,2024-10-01T13:07:10+01:00,g
case_id2116543767,2024-10-01T13:07:10+01:00,K
case_id2116543767,2024-10-01T13:07:10+01:00,E
case_id2116543767,2024-10-01T13:07:10+01:00,A
case_id1068603891,2024-10-01T13:07:10+01:00,b
case_id1068603891,2024-10-01T13:07:10+01:00,a
case_id1068603891,2024-10-01T13:07:10+01:00,c
case_id1068603891,2024-10-01T13:07:10+01:00,e
case_id1068603891,2024-10-01T13:07:10+01:00,D
case_id1068603891,2024-10-01T13:07:10+01:00,g
case_id1068603891,2024-10-01T13:07:10+01:00,F
case_id1068603891,2024-10-01T13:07:10+01:00,d
case_id1068603891,2024-10-01T13:07:10+01:00,f
case_id1068603891,2024-10-01T13:07:10+01:00,K
case_id1068603891,2024-10-01T13:07:10+01:00,E
case_id1068603891,2024-10-01T13:07:10+01:00,A
case_id95111488,2024-10-01T13:07:10+01:00,e
case_id95111488,2024-10-01T13:07:10+01:00,F
case_id95111488,2024-10-01T13:07:10+01:00,c
case_id95111488,2024-10-01T13:07:10+01:00,a
case_id95111488,2024-10-01T13:07:10+01:00,g
case_id95111488,2024-10-01T13:07:10+01:00,b
case_id95111488,2024-10-01T13:07:10+01:00,d
case_id95111488,2024-10-01T13:07:10+01:00,D
case_id95111488,2024-10-01T13:07:10+01:00,f
case_id95111488,2024-10-01T13:07:10+01:00,K
case_id95111488,2024-10-01T13:07:10+01:00,E
case_id95111488,2024-10-01T13:07:10+01:00,A
case_id898987500,2024-10-01T13:07:10+01:00,a
case_id898987500,2024-10-01T13:07:10+01:00,c
case_id898987500,2024-10-01T13:07:10+01:00,b
case_id898987500,2024-10-01T13:07:10+01:00,d
case_id898987500,2024-10-01T13:07:10+01:00,e
case_id898987500,2024-10-01T13:07:10+01:00,g
case_id898987500,2024-10-01T13:07:10+01:00,D
case_id898987500,2024-10-01T13:07:10+01:00,F
case_id898987500,2024-10-01T13:07:10+01:00,f
case_id898987500,2024-10-01T13:07:10+01:00,K
case_id898987500,2024-10-01T13:07:10+01:00,E
case_id898987500,2024-10-01T13:07:10+01:00,A
case_id852530350,2024-10-01T13:07:10+01:00,e
case_id852530350,2024-10-01T13:07:10+01:00,a
case_id852530350,2024-10-01T13:07:10+01:00,F
case_id852530350,2024-10-01T13:07:10+01:00,d
case_id852530350,2024-10-01T13:07:10+01:00,c
case_id852530350,2024-10-01T13:07:10+01:00,b
case_id852530350,2024-10-01T13:07:10+01:00,g
case_id852530350,2024-10-01T13:07:10+01:00,D
case_id852530350,2024-10-01T13:07:10+01:00,f
case_id852530350,2024-10-01T13:07:10+01:00,K
case_id852530350,2024-10-01T13:07:10+01:00,E
case_id852530350,2024-10-01T13:07:10+01:00,A
case_id331783966,2024-10-01T13:07:10+01:00,b
case_id331783966,2024-10-01T13:07:10+01:00,f
case_id331783966,2024-10-01T13:07:10+01:00,g
case_id331783966,2024-10-01T13:07:10+01:00,d
case_id331783966,2024-10-01T13:07:10+01:00,e
case_id331783966,2024-10-01T13:07:10+01:00,F
case_id331783966,2024-10-01T13:07:10+01:00,c
case_id331783966,2024-10-01T13:07:10+01:00,K
case_id331783966,2024-10-01T13:07:10+01:00,a
case_id331783966,2024-10-01T13:07:10+01:00,E
case_id331783966,2024-10-01T13:07:10+01:00,A
case_id171367389,2024-10-01T13:07:10+01:00,c
case_id171367389,2024-10-01T13:07:10+01:00,e
case_id171367389,2024-10-01T13:07:10+01:00,F
case_id171367389,2024-10-01T13:07:10+01:00,d
case_id171367389,2024-10-01T13:07:10+01:00,b
case_id171367389,2024-10-01T13:07:10+01:00,f
case_id171367389,2024-10-01T13:07:10+01:00,g
case_id171367389,2024-10-01T13:07:10+01:00,a
case_id171367389,2024-10-01T13:07:10+01:00,D
case_id171367389,2024-10-01T13:07:10+01:00,K
case_id171367389,2024-10-01T13:07:10+01:00,E
case_id171367389,2024-10-01T13:07:10+01:00,A
case_id231130164,2024-10-01T13:07:10+01:00,e
case_id231130164,2024-10-01T13:07:10+01:00,b
case_id231130164,2024-10-01T13:07:10+01:00,F
case_id231130164,2024-10-01T13:07:10+01:00,d
case_id231130164,2024-10-01T13:07:10+01:00,g
case_id231130164,2024-10-01T13:07:10+01:00,c
case_id231130164,2024-10-01T13:07:10+01:00,f
case_id231130164,2024-10-01T13:07:10+01:00,a
case_id231130164,2024-10-01T13:07:10+01:00,D
case_id231130164,2024-10-01T13:07:10+01:00,K
case_id231130164,2024-10-01T13:07:10+01:00,E
case_id231130164,2024-10-01T13:07:10+01:00,A
case_id328561620,2024-10-01T13:07:10+01:00,d
case_id328561620,2024-10-01T13:07:10+01:00,e
case_id328561620,2024-10-01T13:07:10+01:00,F
case_id328561620,2024-10-01T13:07:10+01:00,a
case_id328561620,2024-10-01T13:07:10+01:00,D
case_id328561620,2024-10-01T13:07:10+01:00,f
case_id328561620,2024-10-01T13:07:10+01:00,g
case_id328561620,2024-10-01T13:07:10+01:00,c
case_id328561620,2024-10-01T13:07:10+01:00,b
case_id328561620,2024-10-01T13:07:10+01:00,K
case_id328561620,2024-10-01T13:07:10+01:00,E
case_id328561620,2024-10-01T13:07:10+01:00,A
case_id566356777,2024-10-01T13:07:10+01:00,c
case_id566356777,2024-10-01T13:07:10+01:00,f
case_id566356777,2024-10-01T13:07:10+01:00,b
case_id566356777,2024-10-01T13:07:10+01:00,a
case_id566356777,2024-10-01T13:07:10+01:00,d
case_id566356777,2024-10-01T13:07:10+01:00,D
case_id566356777,2024-10-01T13:07:10+01:00,e
case_id566356777,2024-10-01T13:07:10+01:00,g
case_id566356777,2024-10-01T13:07:10+01:00,F
case_id566356777,2024-10-01T13:07:10+01:00,K
case_id566356777,2024-10-01T13:07:10+01:00,E
case_id566356777,2024-10-01T13:07:10+01:00,A
case_id269288213,2024-10-01T13:07:10+01:00,a
case_id269288213,2024-10-01T13:07:10+01:00,e
case_id269288213,2024-10-01T13:07:10+01:00,d
case_id269288213,2024-10-01T13:07:10+01:00,f
case_id269288213,2024-10-01T13:07:10+01:00,c
case_id269288213,2024-10-01T13:07:10+01:00,F
case_id269288213,2024-10-01T13:07:10+01:00,g
case_id269288213,2024-10-01T13:07:10+01:00,b
case_id269288213,2024-10-01T13:07:10+01:00,K
case_id269288213,2024-10-01T13:07:10+01:00,E
case_id269288213,2024-10-01T13:07:10+01:00,A
case_id1108941094,2024-10-01T13:07:10+01:00,a
case_id1108941094,2024-10-01T13:07:10+01:00,D
case_id1108941094,2024-10-01T13:07:10+01:00,f
case_id1108941094,2024-10-01T13:07:10+01:00,g
case_id1108941094,2024-10-01T13:07:10+01:00,d
case_id1108941094,2024-10-01T13:07:10+01:00,e
case_id1108941094,2024-10-01T13:07:10+01:00,b
case_id1108941094,2024-10-01T13:07:10+01:00,F
case_id1108941094,2024-10-01T13:07:10+01:00,K
case_id1108941094,2024-10-01T13:07:10+01:00,c
case_id1108941094,2024-10-01T13:07:10+01:00,E
case_id1108941094,2024-10-01T13:07:10+01:00,C
case_id1108941094,2024-10-01T13:07:10+01:00,A
case_id869049633,2024-10-01T13:07:10+01:00,c
case_id869049633,2024-10-01T13:07:10+01:00,g
case_id869049633,2024-10-01T13:07:10+01:00,e
case_id869049633,2024-10-01T13:07:10+01:00,a
case_id869049633,2024-10-01T13:07:10+01:00,d
case_id869049633,2024-10-01T13:07:10+01:00,b
case_id869049633,2024-10-01T13:07:10+01:00,F
case_id869049633,2024-10-01T13:07:10+01:00,f
case_id869049633,2024-10-01T13:07:10+01:00,D
case_id869049633,2024-10-01T13:07:10+01:00,K
case_id869049633,2024-10-01T13:07:10+01:00,E
case_id869049633,2024-10-01T13:07:10+01:00,A
